Volatility 3 Framework 1.0.1

Offset	Name	Size
0x3f0bb1f8	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f0bd5c8	\Windows\System32\wbem\WmiApRes.dll	128
0x3f0bd680	\Users\Daniel\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db	128
0x3f0be530	\Windows\System32\linkinfo.dll	128
0x3f0be5e8	\ProgramData\Microsoft\Windows\Start Menu\Programs\Maintenance\Desktop.ini	128
0x3f0c0430	\Program Files\Internet Explorer\iexplore.exe	128
0x3f0c07b8	\Endpoint	128
0x3f0c1038	\Program Files\Mozilla Firefox\msvcp140.dll	128
0x3f0c1428	\Windows\Fonts\cordiab.ttf	128
0x3f0c2948	\Users\Daniel\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db	128
0x3f0c2ae8	\Users\Daniel\AppData\Roaming\Mozilla\Firefox\Profiles\4alc5cmj.default-release\storage\permanent\chrome\idb\3870112724rsegmnoittet-es.sqlite	128
0x3f0c3c68	\Windows\System32\AudioEng.dll	128
0x3f0c45d8	\Windows\System32\WWanAPI.dll	128
0x3f0c5958	\Endpoint	128
0x3f0c7028	\$Directory	128
0x3f0c7888	\Windows\System32\ActionCenter.dll	128
0x3f0c7e48	\$Directory	128
0x3f0c84f8	\Endpoint	128
0x3f0c85d0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\nt5.cat	128
0x3f0c8cd0	\Windows\Fonts\upcdb.ttf	128
0x3f0caec8	\Windows\System32\WindowsAnytimeUpgradeui.exe	128
0x3f0cc810	\Windows\System32\ie4uinit.exe	128
0x3f0ccba0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Windows Firewall with Advanced Security.lnk	128
0x3f0cef80	\$Directory	128
0x3f0cf2a8	\Windows\System32\hgcpl.dll	128
0x3f0d1168	\Windows\Fonts\taile.ttf	128
0x3f0d1628	\Windows\AppPatch\AcGenral.dll	128
0x3f0d1728	\$Directory	128
0x3f0d1f80	\Users\Daniel\AppData\Local\Microsoft\Windows\History\History.IE5\MSHist012022022320220224\index.dat	128
0x3f0dcaa0	\Windows\System32\pstorsvc.dll	128
0x3f0dcc20	\Users\Daniel\Downloads\desktop.ini	128
0x3f0df140	\Windows\System32\ucrtbase.dll	128
0x3f0df1f8	\Program Files\Mozilla Firefox\nss3.dll	128
0x3f0df3e0	\Windows\System32\fr-FR\bthprops.cpl.mui	128
0x3f0df560	\Windows\System32\fr-FR\explorerframe.dll.mui	128
0x3f0dfba0	\Windows\Fonts\cambriaz.ttf	128
0x3f0e0280	\Windows\System32\lltdres.dll	128
0x3f0e07b0	\Users\Daniel\AppData\Roaming\Microsoft\Windows\Recent\Téléchargements.lnk	128
0x3f0e28f0	\Users\Daniel\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\F0ACCF77CDCBFF39F6191887F6D2D357	128
0x3f0e39b8	\Windows\Branding\Basebrd\basebrd.dll	128
0x3f0e3d98	\Windows\System32\loadperf.dll	128
0x3f0e3f80	\Windows\System32\fr-FR\shell32.dll.mui	128
0x3f0e4038	\Windows\System32\fr-FR\hcproviders.dll.mui	128
0x3f0e4eb0	\$Mft	128
0x3f0e5038	\Users\Daniel\AppData\Local\Mozilla\Firefox\Profiles\4alc5cmj.default-release\safebrowsing\google4\goog-malware-proto.vlpset	128
0x3f0e5ec8	\Windows\System32\fr-FR\winmm.dll.mui	128
0x3f0e6038	\Windows\System32\fr-FR\oleaccrc.dll.mui	128
0x3f0e6f80	\Program Files\Mozilla Firefox\browser\omni.ja	128
0x3f0e7cd0	\Windows\System32\fr-FR\wuaueng.dll.mui	128
0x3f0e87c0	\Windows\inf\wfplwf.PNF	128
0x3f0e8e38	\Windows\Fonts\sserife.fon	128
0x3f0e8ef0	\Windows\System32\fr-FR\gameux.dll.mui	128
0x3f0e9230	\Windows\System32\DWrite.dll	128
0x3f0ea430	\Windows\Fonts\angsaui.ttf	128
0x3f0eacf0	\Windows\System32\cryptbase.dll	128
0x3f0ed038	\Windows\System32\sud.dll	128
0x3f0edb40	\$Directory	128
0x3f0ee038	\Windows\System32\apds.dll	128
0x3f0eed80	\Users\Daniel\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\C86393F4663BD5F851FFF03C21A82510_E1832BE13D233B637EB3602A87D546A4	128
0x3f0ef038	\Windows\System32\CertEnroll.dll	128
0x3f0ef1b8	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Paint.lnk	128
0x3f0ef880	\Windows\System32\fr-FR\sysmain.dll.mui	128
0x3f0f0038	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010008.ci	128
0x3f0f0248	\Windows\System32\fr-FR\wdmaud.drv.mui	128
0x3f0f0c28	\Windows\System32\rpcss.dll	128
0x3f0f0ce0	\Windows\Fonts\ebrimabd.ttf	128
0x3f0f1938	\Windows\System32\fr-FR\MMDevAPI.dll.mui	128
0x3f0f2388	\Windows\System32\tcpipcfg.dll	128
0x3f0f2ca0	\$Directory	128
0x3f0f2d80	\$Directory	128
0x3f0f2e38	\Windows\System32\fr-FR\sndvolsso.dll.mui	128
0x3f0f2ef0	\$BitMap	128
0x3f0f4148	\Windows\System32\api-ms-win-crt-convert-l1-1-0.dll	128
0x3f0f4200	\Program Files\Mozilla Firefox\api-ms-win-core-file-l2-1-0.dll	128
0x3f0f5b58	\Windows\System32\fr-FR\NetworkExplorer.dll.mui	128
0x3f0f5e60	\Users\Daniel\AppData\Local\Mozilla\Firefox\Profiles\4alc5cmj.default-release\safebrowsing\mozplugin-block-digest256.vlpset	128
0x3f0f6038	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\INDEX.000	128
0x3f0f6eb8	\Windows\Fonts\upcdbi.ttf	128
0x3f0f8e38	\Users\Daniel\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\index.dat	128
0x3f0f9258	\Windows\Fonts\simpo.ttf	128
0x3f0fa038	\Windows\Fonts\browauz.ttf	128
0x3f0fa6c8	\$Directory	128
0x3f0fba98	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Component Services.lnk	128
0x3f0fbd98	\Windows\System32\fr-FR\srchadmin.dll.mui	128
0x3f0fcb60	\Users\Daniel\AppData\Roaming\Microsoft\Crypto\RSA\S-1-5-21-1192227457-2238789802-2389421099-1000\2ace801a82a1bceb279a7508ace4f380_b8dbd7e0-a871-46bc-ad45-62a4722d104e	128
0x3f0fdd80	\Windows\System32\fr-FR\urlmon.dll.mui	128
0x3f0ffe50	\Windows\System32\fr-FR\SyncCenter.dll.mui	128
0x3f0fff80	\Windows\Fonts\Gabriola.ttf	128
0x3f100038	\Windows\System32\apss.dll	128
0x3f100bc0	\Windows\System32\fr-FR\wscui.cpl.mui	128
0x3f1023a0	\Windows\System32\fr-FR\stobject.dll.mui	128
0x3f1027c0	\Windows\System32\fr-FR\searchfolder.dll.mui	128
0x3f1043f0	\Windows\System32\fr-FR\dnsapi.dll.mui	128
0x3f104c18	\Windows\System32\fr-FR\AltTab.dll.mui	128
0x3f105ef0	\$Directory	128
0x3f106880	\Windows\SoftwareDistribution\DataStore\DataStore.edb	128
0x3f106b50	\Windows\System32\fr-FR\rasdlg.dll.mui	128
0x3f109168	\Users\Daniel\AppData\Roaming\Mozilla\Firefox\Profiles\4alc5cmj.default-release\xulstore.json.tmp	128
0x3f10a780	\Windows\Fonts\georgia.ttf	128
0x3f10b038	\Windows\System32\drivers\pacer.sys	128
0x3f10b408	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.wsb	128
0x3f10cec8	\Windows\System32\api-ms-win-crt-locale-l1-1-0.dll	128
0x3f10cf80	\Program Files\Mozilla Firefox\api-ms-win-crt-math-l1-1-0.dll	128
0x3f10edb8	\Windows\servicing\CbsApi.dll	128
0x3f112ec8	\Windows\System32\fr-FR\ieframe.dll.mui	128
0x3f113178	\Program Files\Mozilla Firefox\firefox.exe	128
0x3f113458	\Windows\System32\fr-FR\pnidui.dll.mui	128
0x3f116960	\Users\Daniel\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\1E11E75149C17A93653DA7DC0B8CF53F_8F360D4ACE5D7CEC2FF3EF4F09601250	128
0x3f117260	\Windows\System32\wuapp.exe	128
0x3f117ac0	\Windows\System32\fr-FR\FXSRESM.dll.mui	128
0x3f1184a8	\Windows\System32\api-ms-win-core-processthreads-l1-1-1.dll	128
0x3f118f80	\Users\Daniel\AppData\Local\Mozilla\Firefox\Profiles\4alc5cmj.default-release\startupCache\scriptCache-child.bin.bin	128
0x3f119300	\Windows\Fonts\browaz.ttf	128
0x3f11a698	\Windows\Fonts\raavib.ttf	128
0x3f11ac00	\Windows\System32\fr-FR\winhttp.dll.mui	128
0x3f11b850	\Windows\Fonts\ebrima.ttf	128
0x3f11e358	\$Directory	128
0x3f121160	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Client-Features-Package~31bf3856ad364e35~x86~~6.1.7601.17514.cat	128
0x3f121278	\Program Files\Adobe\Acrobat Reader DC\Reader\acrocef_1\libcef.dll	128
0x3f122b58	\Windows\Fonts\daunpenh.ttf	128
0x3f123510	\Windows\System32\fr-FR\mswsock.dll.mui	128
0x3f1235c8	\Windows\System32\SMI\Store\Machine\SCHEMA.DAT.LOG2	128
0x3f125240	\Windows\System32\psbase.dll	128
0x3f1256d0	\Windows\System32\AudioSes.dll	128
0x3f126768	\Users\Daniel\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\B3BB9C1BA2D19E090AE305B2683903A0_B89A63AC6877BD1ED812438CE82C3EB8	128
0x3f127600	\Program Files\desktop.ini	128
0x3f129d48	\Program Files\Mozilla Firefox\lgpllibs.dll	128
0x3f12a038	\Windows\System32\mshtml.dll	128
0x3f12a120	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f12a268	\Windows\Fonts\lathab.ttf	128
0x3f12a398	\Program Files\Mozilla Firefox\api-ms-win-crt-string-l1-1-0.dll	128
0x3f12a6e8	\Users\Daniel\AppData\Roaming\Microsoft\Protect\S-1-5-21-1192227457-2238789802-2389421099-1000\Preferred	128
0x3f12a980	\$Directory	128
0x3f12b408	\$Directory	128
0x3f12b9c8	\Windows\System32\fr-FR\winmm.dll.mui	128
0x3f12bd90	\Windows\Fonts\upcfb.ttf	128
0x3f12d190	\Windows\System32\wbem\WmiPrvSE.exe	128
0x3f12deb8	\Windows\System32\MdSched.exe	128
0x3f12f640	\Windows\System32\rsaenh.dll	128
0x3f12ff80	\Windows\System32\ntlanman.dll	128
0x3f1309b8	\Windows\System32\shdocvw.dll	128
0x3f1317b8	\$Directory	128
0x3f132600	\Windows\SoftwareDistribution\DataStore\DataStore.edb	128
0x3f132910	\Windows\System32\fr-FR\searchfolder.dll.mui	128
0x3f1329f0	\Windows\System32\fr-FR\bthprops.cpl.mui	128
0x3f132b10	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f135a88	\Users\Daniel\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\6BADA8974A10C4BD62CC921D13E43B18_711ED44619924BA6DC33E69F97E7FF63	128
0x3f136bc8	\Windows\System32\batmeter.dll	128
0x3f136cf8	\Windows\Fonts\meiryob.ttc	128
0x3f136e40	\Windows\System32\wlanapi.dll	128
0x3f136ef8	\Windows\System32\actxprxy.dll	128
0x3f13a038	\Windows\System32\fr-FR\msiexec.exe.mui	128
0x3f13a370	\Windows\Fonts\utsaahbi.ttf	128
0x3f13aa38	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f13b038	\Users\Public\Documents\desktop.ini	128
0x3f13bb18	\Users\Daniel\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\DA3B6E45325D5FFF28CF6BAD6065C907_34EA86B92F9A775ECDD9E39F436389BB	128
0x3f13c690	\Windows\System32\d2d1.dll	128
0x3f13d130	\Windows\Fonts\tradbdo.ttf	128
0x3f13e350	\Windows\Fonts\constan.ttf	128
0x3f13e938	\$Directory	128
0x3f140758	\Users\Daniel\AppData\Roaming\Microsoft\Windows\Printer Shortcuts	128
0x3f145038	\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_7.5.7601.17514_bed6abccf7a3ed55ea36f28ff2e41d77ae5c54ef_cab_0d780e81\Report.wer	128
0x3f147038	\Windows\Fonts\utsaahi.ttf	128
0x3f14af80	\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows Fax and Scan.lnk	128
0x3f14ba38	\Windows\System32\pnidui.dll	128
0x3f14c250	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f14d1e8	\Windows\Fonts\ariblk.ttf	128
0x3f14df80	\Windows\System32\wermgr.exe	128
0x3f14f220	\Windows\AppPatch\sysmain.sdb	128
0x3f14f2d8	\Users\Daniel\Links\Downloads.lnk	128
0x3f150418	\Windows\System32\uDWM.dll	128
0x3f151660	\$Directory	128
0x3f151780	\Windows\System32\dxtrans.dll	128
0x3f152f80	\Windows\System32\desk.cpl	128
0x3f153478	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\ntpe.cat	128
0x3f155038	\$Directory	128
0x3f155378	\Windows\System32\api-ms-win-core-file-l1-2-0.dll	128
0x3f1556b0	\Windows\Fonts\kaiu.ttf	128
0x3f157038	\Windows\Fonts\utsaahb.ttf	128
0x3f158bf8	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2\comctl32.dll	128
0x3f158d10	\$Directory	128
0x3f15a480	\Users\Daniel\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db	128
0x3f15dd28	\Program Files\Adobe\Acrobat Reader DC\Reader\Locale\fr_FR\updater.FRA	128
0x3f15ef80	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f15f038	\Windows\System32\webio.dll	128
0x3f15fb60	\Windows\SoftwareDistribution\DataStore\Logs\edb.chk	128
0x3f160f18	\Windows\System32\config\systemprofile\AppData\Roaming\Microsoft\SystemCertificates\My	128
0x3f161920	\Windows\Fonts\wingding.ttf	128
0x3f1636d0	\Windows\SoftwareDistribution\WuRedir\9482F4B4-E343-43B6-B170-9A65BC822C77\wuredir.cab	128
0x3f1645a0	\Windows\System32	128
0x3f169618	\Windows\System32\WFS.exe	128
0x3f16aed0	\Windows\System32\SensorsCpl.dll	128
0x3f16b150	\Device\HarddiskVolume1\Windows\System32\SMI\Store\Machine\SCHEMA.DAT{e29ac73d-7037-11de-816d-001c23e25b76}.TM	128
0x3f16bb68	\$Directory	128
0x3f16bd60	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Foundation-Package~31bf3856ad364e35~x86~~6.1.7601.17514.cat	128
0x3f16bf38	\Users\Daniel\Downloads	128
0x3f16d468	\Windows\System32\rdpcorekmts.dll	128
0x3f16d520	\Windows\System32\fr-FR\kernel32.dll.mui	128
0x3f170038	\Windows\System32\evr.dll	128
0x3f1718b0	\Users\Public\Desktop\desktop.ini	128
0x3f172378	\Program Files\Windows Defender\MpSvc.dll	128
0x3f172f80	\Users\Daniel\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\1E11E75149C17A93653DA7DC0B8CF53F_8F360D4ACE5D7CEC2FF3EF4F09601250	128
0x3f173d60	\Windows\System32\UIAutomationCore.dll	128
0x3f175828	\Windows\System32\fr-FR\conhost.exe.mui	128
0x3f177be0	\Endpoint	128
0x3f179578	\Windows\Fonts\tungab.ttf	128
0x3f17b038	\Users\Daniel\AppData\Roaming\Mozilla\Firefox\Profiles\4alc5cmj.default-release\storage\permanent\chrome\idb\3561288849sdhlie.sqlite	128
0x3f17b1e8	\Users\Daniel\Documents\RH-Documents\Confidential	128
0x3f17da28	\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_80072efe_6e23d15fb730c344a8db2ae2949e1fda461fe1_cab_09cc1592\client_manifest.txt	128
0x3f17e9d8	\Windows\System32\wuapi.dll	128
0x3f17ef18	\Windows\System32\clfs.sys	128
0x3f180850	\Program Files\Adobe\Acrobat Reader DC\Reader\acrocef_1\icudtl.dat	128
0x3f1814b8	\Windows\System32\config\systemprofile\AppData\Roaming\Microsoft\SystemCertificates\My	128
0x3f1816a8	\Windows\System32\api-ms-win-crt-time-l1-1-0.dll	128
0x3f181760	\Users\desktop.ini	128
0x3f183038	\Windows\System32\SMI\Store\Machine\SCHEMA.DAT{e29ac73d-7037-11de-816d-001c23e25b76}.TMContainer00000000000000000002.regtrans-ms	128
0x3f184ae0	\$Directory	128
0x3f188130	\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkAccessProtection%4Operational.evtx	128
0x3f18ba18	\$Directory	128
0x3f18cef0	\Windows\System32\vss_ps.dll	128
0x3f18dcc0	\Windows\Fonts\upcjbi.ttf	128
0x3f18e038	\Users\Daniel\AppData\Local\Mozilla\Firefox\Profiles\4alc5cmj.default-release\safebrowsing\social-track-digest256.vlpset	128
0x3f190028	\Windows\System32\drivers\bthport.sys	128
0x3f190800	\$Directory	128
0x3f1919a0	\Windows\System32\dxtmsft.dll	128
0x3f1945e8	\Windows\Fonts\msuighur.ttf	128
0x3f196780	\Windows\System32\mscoree.dll	128
0x3f197e58	\autoexec.bat	128
0x3f199f80	\Windows\System32\winevt\Logs\Microsoft-Windows-Known Folders API Service.evtx	128
0x3f19a4e0	\$Directory	128
0x3f19cc30	\Windows\winsxs\x86_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.17514_none_0b66cb34258c936f\smipi.dll	128
0x3f1a0210	\Windows\System32\drivers\ndis.sys	128
0x3f1a0c98	\Windows\System32\drivers\amdppm.sys	128
0x3f1a3238	\wkssvc	128
0x3f1a3f80	\Users\Daniel\Documents\RH-Documents\Confidential	128
0x3f1a4160	\Windows\System32\SMI\Store\Machine\SCHEMA.DAT	128
0x3f1a4b78	\Windows\System32\SMI\Store\Machine\SCHEMA.DAT.LOG1	128
0x3f1a5438	\Program Files\Windows Defender\MpCmdRun.exe	128
0x3f1a5690	\Windows\Fonts\upcjb.ttf	128
0x3f1a57e0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.dir	128
0x3f1a5f80	\Program Files\Mozilla Firefox\api-ms-win-crt-stdio-l1-1-0.dll	128
0x3f1a6cd8	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f1a7350	\Windows\System32\msimsg.dll	128
0x3f1a79c0	\Windows\System32\AltTab.dll	128
0x3f1a7ae8	\Windows\System32\tdh.dll	128
0x3f1a7bb0	\Windows\Fonts\msjhbd.ttf	128
0x3f1a9bd0	\$Directory	128
0x3f1aa820	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f1ae218	\Users\Daniel\AppData\Roaming\Mozilla\Firefox\Profiles\4alc5cmj.default-release\datareporting\archived\2022-02\1645644279195.8739f31a-bc2b-44cb-a903-6e6d5fdeb219.health.jsonlz4.tmp	128
0x3f1ae7d0	\$Directory	128
0x3f1aecf0	\Windows\System32\wsock32.dll	128
0x3f1be388	\Windows\System32\netapi32.dll	128
0x3f1c0cf8	\Windows\System32\IPHLPAPI.DLL	128
0x3f200580	\$Directory	128
0x3f2008f0	\Windows\System32\msxml6r.dll	128
0x3f200aa0	\Windows\System32\wdi.dll	128
0x3f200cf8	\Windows\System32\AuxiliaryDisplayClassInstaller.dll	128
0x3f200f80	\$Directory	128
0x3f201eb8	\Windows\System32\msxml6.dll	128
0x3f202c28	\$Directory	128
0x3f203b30	\Windows\AppPatch\AcLayers.dll	128
0x3f204038	\Windows\Fonts\malgun.ttf	128
0x3f204360	\Windows\System32\wkscli.dll	128
0x3f205c48	\Windows\System32\7B296FB0-376B-497e-B012-9C450E1B7327-5P-0.C7483456-A289-439d-8115-601632D005A0	128
0x3f206038	\Windows\System32	128
0x3f206150	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4Operational.evtx	128
0x3f2063f0	\Windows\System32\7B296FB0-376B-497e-B012-9C450E1B7327-5P-1.C7483456-A289-439d-8115-601632D005A0	128
0x3f2069b0	\$Directory	128
0x3f206b10	\Users\Daniel\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\24BD96D5497F70B3F510A6B53CD43F3E_3A89246FB90C5EE6620004F1AE0EB0EA	128
0x3f206bc8	\wkssvc	128
0x3f207d40	\Windows\ServiceProfiles\NetworkService\AppData\Roaming\Microsoft\SoftwareProtectionPlatform\tokens.dat	128
0x3f209728	\Windows\System32\fr-FR\sppsvc.exe.mui	128
0x3f20c7b8	\Windows\System32	128
0x3f20c9c8	\Windows\System32\fr-FR\svchost.exe.mui	128
0x3f20db00	\Windows\System32\mmcss.dll	128
0x3f20dd00	\Windows\System32\avrt.dll	128
0x3f20e728	\Windows\System32\fr-FR\setupapi.dll.mui	128
0x3f20ed70	\Windows\System32\MMDevAPI.dll	128
0x3f20f760	\Windows\System32\sppsvc.exe	128
0x3f2117c0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1	128
0x3f211e78	\elineouttopo	128
0x3f211f80	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms	128
0x3f212670	\elineouttopo	128
0x3f213878	\$Directory	128
0x3f213a50	\emicintopo	128
0x3f214128	\Windows\ServiceProfiles\LocalService\NTUSER.DAT	128
0x3f2710d0	\Windows\System32\mssrch.dll	128
0x3f271520	\Windows\Fonts\vijayab.ttf	128
0x3f271b18	\Windows\System32\SearchIndexer.exe	128
0x3f271c28	\Windows\System32\bcryptprimitives.dll	128
0x3f272f80	\Windows\System32\browcli.dll	128
0x3f273a78	\Users\Daniel\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\F2DDCD2B5F37625B82E81F4976CEE400_1731D770936DABF4EB91F2621E14A917	128
0x3f273f80	\$Directory	128
0x3f2749b8	\$Directory	128
0x3f275400	\Windows\Fonts\ntailub.ttf	128
0x3f275790	\Windows\Fonts\vrindab.ttf	128
0x3f276818	\Windows\Fonts\ahronbd.ttf	128
0x3f2769e8	\Windows\inf\netpacer.PNF	128
0x3f276ad0	\Windows\System32\fr-FR\apphelp.dll.mui	128
0x3f2777b8	\Windows\Fonts\davidbd.ttf	128
0x3f2787f0	\Windows\Fonts\arabtype.ttf	128
0x3f2791a8	\Windows\System32\ssdpsrv.dll	128
0x3f279e08	\Windows\System32\wkscli.dll	128
0x3f27a740	\Windows\System32\dwmredir.dll	128
0x3f27af80	\Windows\System32\WindowsPowerShell\v1.0\pwrshsip.dll	128
0x3f27b508	\Windows\System32\dwm.exe	128
0x3f27bb10	\Windows\System32\wbem\fr-FR\WmiApRes.dll.mui	128
0x3f27c128	\Windows\System32\fr-FR\dwm.exe.mui	128
0x3f27cd48	\Windows\System32\dwmcore.dll	128
0x3f27dc98	\Windows\System32	128
0x3f27fdc8	\Windows\explorer.exe	128
0x3f2804c0	\$ConvertToNonresident	128
0x3f280578	\Windows\System32\winevt\Logs\Microsoft-Windows-MUI%4Admin.evtx	128
0x3f280658	\Windows\System32\fr-FR\setupapi.dll.mui	128
0x3f280a18	\Windows\System32	128
0x3f289278	\Users\Daniel\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\F0ACCF77CDCBFF39F6191887F6D2D357	128
0x3f289c80	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f28a1f0	\Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM	128
0x3f28ac00	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000002.regtrans-ms	128
0x3f28ad98	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM.blf	128
0x3f28af80	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2	128
0x3f28b490	\Windows	128
0x3f28b658	\Windows\System32\mdminst.dll	128
0x3f28b838	\Windows\System32\wevtsvc.dll	128
0x3f28bf80	\Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM	128
0x3f28e7e8	\Windows\System32\fr-FR\svchost.exe.mui	128
0x3f28ecf0	\Windows\System32	128
0x3f290038	\Windows\System32\fr-FR\setupapi.dll.mui	128
0x3f295f80	\Windows\System32\SndVolSSO.dll	128
0x3f296548	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f298a90	\Windows\System32\fr-FR\userenv.dll.mui	128
0x3f29ab38	\Program Files\Adobe\Acrobat Reader DC\Reader\acrocef_1\RdrCEF.exe	128
0x3f2b4f80	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\services.lnk	128
0x3f2b6290	\Windows\System32\mapi32.dll	128
0x3f2b67c8	\Windows\Fonts\msjh.ttf	128
0x3f2b8c28	\Windows\System32\fr-FR\crypt32.dll.mui	128
0x3f2c5540	\Windows\System32\fr-FR\audiodg.exe.mui	128
0x3f2c5ad0	\Users\Daniel\AppData\Roaming\Mozilla\Firefox\Profiles\4alc5cmj.default-release\sessionCheckpoints.json.tmp	128
0x3f2c5e70	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Computer Management.lnk	128
0x3f2c5f28	\Windows\System32\audiodg.exe	128
0x3f2ccf80	\Users\Daniel\AppData\Roaming\Microsoft\Windows\Network Shortcuts	128
0x3f2ce448	\Windows\Fonts\upckbi.ttf	128
0x3f2d0ea0	\Windows\System32\AUDIOKSE.dll	128
0x3f2d17e8	\elineoutwave	128
0x3f2d20c8	\Windows\System32\winnsi.dll	128
0x3f2d3af8	\Windows\System32\wdiasqmmodule.dll	128
0x3f2d3bb0	\Windows\System32\ksuser.dll	128
0x3f2d3f38	\emicintopo	128
0x3f2d4938	\Windows\Fonts\majallab.ttf	128
0x3f2d4a70	\emicinwave	128
0x3f2d92c8	\Windows\System32\nlasvc.dll	128
0x3f2d9490	\Windows\System32\webio.dll	128
0x3f2dab68	\Windows\System32	128
0x3f2dae78	\Windows\System32\FWPUCLNT.DLL	128
0x3f2dbbb0	\Windows\System32\fr-FR\svchost.exe.mui	128
0x3f2dc8d0	\Windows\System32\sfc.dll	128
0x3f2dc988	\Windows\System32\ncsi.dll	128
0x3f2dcf80	\Windows\System32\winhttp.dll	128
0x3f2dd970	\Windows\System32\ssdpapi.dll	128
0x3f2dee60	\Windows\WindowsUpdate.log	128
0x3f2dfad8	\Windows\System32\fr-FR\netprofm.dll.mui	128
0x3f2e00c8	\$Directory	128
0x3f2e0248	\Windows\System32\nlaapi.dll	128
0x3f2e3490	\Windows\inf\netnb.PNF	128
