Offset(P)            #Ptr   #Hnd Access Name
0x0000818689b0a6b0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0a9d0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0ab60     16      0 R--rwd \Device\HarddiskVolume2\Users\Admin\OneDrive\desktop.ini
0x0000818689b0ae80      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0b1a0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\SystemResources\ExplorerFrame.dll.mun
0x0000818689b0b330     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0b4c0     26      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0b650     15      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\linkinfo.dll
0x0000818689b0b7e0     18      0 RW-rwd \Device\HarddiskVolume2\$ConvertToNonresident
0x0000818689b0b970     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0bb00  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\dui70.dll.mui
0x0000818689b0bc90     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0be20     16      0 R--rwd \Device\HarddiskVolume2\Users\Admin\Favorites\desktop.ini
0x0000818689b0c140     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0c2d0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\UIRibbonRes.dll
0x0000818689b0c460     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0c5f0     16      0 R----- \Device\HarddiskVolume2\Windows\Prefetch\BRAVE.EXE-E6B9ADBE.pf
0x0000818689b0c780     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0c910     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0cc30     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0cdc0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0d0e0     16      0 R--rw- \Device\HarddiskVolume2\Users\Admin\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms
0x0000818689b0d270     16      0 R--rwd \Device\HarddiskVolume2\Users\Public\Desktop\desktop.ini
0x0000818689b0d400     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0d590      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WorkFoldersShell.dll
0x0000818689b0d720     15      0 R--r-d \Device\HarddiskVolume2\Windows\SystemResources\shell32.dll.mun
0x0000818689b0d8b0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0da40     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0dbd0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0dd60     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0def0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\UIRibbon.dll
0x0000818689b0e080     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0e210     10      0 R--r-d \Device\HarddiskVolume2\Windows\SystemResources\ExplorerFrame.dll.mun
0x0000818689b0e3a0  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\sppsvc.exe.mui
0x0000818689b0e530     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0e6c0     11      0 R--r-d \Device\HarddiskVolume2\Program Files\LibreOffice\program\shlxthdl\ooofilt.dll
0x0000818689b0e850     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0e9e0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0eb70     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0ed00     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b0fe30     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b102e0  32764      1 RWD--- \Device\HarddiskVolume2\Windows\Temp\APPX.8pzwcxc2_160ztncnbw8o6h6e.tmp
0x0000818689b10c40  32756      1 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db
0x0000818689b110f0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b11410  32755      1 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db
0x0000818689b115a0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b118c0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b11a50  32767      1 R-Dr-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\mpcache-59521A13F6D71E70EB998AD7E8D781057696457C.bin.7C
0x0000818689b11be0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sppsvc.exe
0x0000818689b11d70  32766      1 R-Dr-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\mpcache-59521A13F6D71E70EB998AD7E8D781057696457C.bin.87
0x0000818689b12ea0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b131c0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b13350  27605      1 ------ \Device\Afd\Endpoint
0x0000818689b134e0      5      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b13800  32762      2 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\iconcache_48.db
0x0000818689b13990     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b13cb0     32      0 RW-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Roaming\Microsoft\Windows\Recent\th (9).lnk
0x0000818689b13e40  32770      1 R--rwd \Device\HarddiskVolume2\Program Files\LibreOffice\share\wizards
0x0000818689b142f0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b14480     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b14610     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b147a0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b14930     14      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\jscript9.dll
0x0000818689b14ac0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b15100      5      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b15290     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\dllhost.exe
0x0000818689b15420     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b155b0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b15740      5      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b158d0  32754      1 RWD--- \Device\HarddiskVolume2\Windows\Temp\APPX.a0kwgoqsee6843f1e3u25tvpd.tmp
0x0000818689b15a60     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pkeyhelper.dll
0x0000818689b15bf0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b15d80     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sppwinob.dll
0x0000818689b160a0     11      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\UIAnimation.dll
0x0000818689b16230     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b163c0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b16550     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b166e0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b16870     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b16d20     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b16eb0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b17360     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b174f0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b17680     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b179a0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b17b30      4      0 RW-rwd \Device\HarddiskVolume2\$ConvertToNonresident
0x0000818689b17cc0  32768      1 R--rw- \Device\HarddiskVolume2\Windows
0x0000818689b17e50     17      0 RW---- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\mpcache-59521A13F6D71E70EB998AD7E8D781057696457C.bin.A0
0x0000818689b18170     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sppobjs.dll
0x0000818689b18300     16      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\WindowsCodecs.dll
0x0000818689b18490  32768      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\spp\store\2.0\data.dat
0x0000818689b187b0  32721      1 R--rwd \Device\HarddiskVolume2\
0x0000818689b18940     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b18ad0      5      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b18c60      5      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b18df0      5      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b19110  32718      1 ------ \Device\DeviceApi\CMApi
0x0000818689b195c0  32784      1 R--r-d \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.19041.1_fr-fr_6de3ffe5662417e0\comctl32.dll.mui
0x0000818689b1aa10  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x0000818689b1b1e0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1b370     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1b500     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1b690     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1b820      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1b9b0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1bb40      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\msyhbd.ttc
0x0000818689b1bcd0     13      0 R--rwd \Device\HarddiskVolume2\Windows\Fonts\msyh.ttc
0x0000818689b1be60      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\msyhl.ttc
0x0000818689b1d120      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1d2b0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1d440      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1d5d0     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1d760  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\audiodg.exe.mui
0x0000818689b1d8f0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1dc10     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1dda0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1e0c0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1e250  32733      1 ------ \Device\DeviceApi\CMApi
0x0000818689b1e3e0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1e570     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1e700     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1e890     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1ea20      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1ebb0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1ed40     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1eed0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1f380     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b1f6a0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b21130     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b215e0  32743      1 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x0000818689b241a0      1      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\OneSettings\CTAC.json
0x0000818689b244c0     10      0 R--rwd \Device\HarddiskVolume2\Windows\System32\mssvp.dll
0x0000818689b24650      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b24970     15      0 R--rwd \Device\HarddiskVolume2\Windows\System32\WaaSMedicSvc.dll
0x0000818689b24b00  32786      1 -W-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.5.Crwl
0x0000818689b252d0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b27080     16      0 R----- \Device\HarddiskVolume2\Windows\Prefetch\SVCHOST.EXE-109E4311.pf
0x0000818689b273a0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x0000818689b27530     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\bcryptprimitives.dll
0x0000818689b276c0  32769      1 ------ \Device\NamedPipe\VBoxTrayIPC-Admin
0x0000818689b27b70     20      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b28b10     13      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\twinapi.appcore.dll
0x0000818689b28ca0     20      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b43900  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\SMI\Store\Machine\SCHEMA.DAT{53b39e8b-18c4-11ea-a811-000d3aa4692b}.TxR.1.regtrans-ms
0x0000818689b43be0  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\SMI\Store\Machine\SCHEMA.DAT{53b39e8b-18c4-11ea-a811-000d3aa4692b}.TxR.2.regtrans-ms
0x0000818689b45170  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\SMI\Store\Machine\SCHEMA.DAT{53b39e8b-18c4-11ea-a811-000d3aa4692b}.TxR.0.regtrans-ms
0x0000818689b458a0  32769      1 RWD--- \Device\clfs\Device\HarddiskVolume2\Windows\System32\SMI\Store\Machine\SCHEMA.DAT{53b39e8b-18c4-11ea-a811-000d3aa4692b}.TxR
0x0000818689b49670  32771      1 RWD--- \Device\clfs\Device\HarddiskVolume2\Windows\System32\config\COMPONENTS{53b39e5b-18c4-11ea-a811-000d3aa4692b}.TxR
0x0000818689b4c5e0  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\COMPONENTS{53b39e5b-18c4-11ea-a811-000d3aa4692b}.TxR.1.regtrans-ms
0x0000818689b4c8c0  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\COMPONENTS{53b39e5b-18c4-11ea-a811-000d3aa4692b}.TxR.2.regtrans-ms
0x0000818689b4e410  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\COMPONENTS{53b39e5b-18c4-11ea-a811-000d3aa4692b}.TxR.blf
0x0000818689b82740  32769      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Windows\System32\config\DRIVERS{53b39e68-18c4-11ea-a811-000d3aa4692b}.TM
0x0000818689b84370     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b84690     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b84820     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b849b0     32      0 RW-rwd \Device\HarddiskVolume2\$ConvertToNonresident
0x0000818689b84b40     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b84cd0  32761      1 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\iconcache_48.db
0x0000818689b84e60  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\shell32.dll.mui
0x0000818689b85180     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b85310     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b854a0  32781      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Known Folders API Service.evtx
0x0000818689b85630     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rpcss.dll
0x0000818689b857c0  32781      2 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x0000818689b85950     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ole32.dll
0x0000818689b85ae0     16      0 R--r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Platform\4.18.2303.8-0\MsMpLics.dll
0x0000818689b85c70  32753      1 ------ \Device\Afd\Endpoint
0x0000818689b85e00  32763      1 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\iconcache_32.db
0x0000818689b86120     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b862b0     16      0 -W---- \Device\HarddiskVolume2\Windows\Temp\MsCmdRun19.log
0x0000818689b86440     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b865d0      1      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\Microsoft.ScreenSketch_2021.2008.3001.0_neutral_~_8wekyb3d8bbwe.xml
0x0000818689b86760      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b868f0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b86a80  32746      1 ------ \Device\Afd\Endpoint
0x0000818689b86c10      1      0 RW-rwd \Device\HarddiskVolume2\$ConvertToNonresident
0x0000818689b86da0     15      0 R--r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Platform\4.18.2303.8-0\MsMpLics.dll
0x0000818689b87250  32705      2 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x0000818689b873e0     16      0 R--rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Caches\cversions.1.db
0x0000818689b87570  32758      1 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\iconcache_48.db
0x0000818689b87700     16      0 R--rw- \Device\HarddiskVolume2\Users\Admin\Desktop\Microsoft Edge.lnk
0x0000818689b87890     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b87a20     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wmsgapi.dll
0x0000818689b87bb0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\svchost.exe.mui
0x0000818689b87d40     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b87ed0  32766      1 R-Dr-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\mpcache-59521A13F6D71E70EB998AD7E8D781057696457C.bin.7E
0x0000818689b881f0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\KernelBase.dll.mui
0x0000818689b88380      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ucrtbase_clr0400.dll
0x0000818689b886a0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b88830      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b889c0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b88b50  32767      1 R--rwd \Device\HarddiskVolume2\Program Files\LibreOffice
0x0000818689b88ce0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b88e70     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b89190     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imm32.dll
0x0000818689b89320      9      0 R--r-d \Device\HarddiskVolume2\Program Files\LibreOffice\program\shlxthdl\propertyhdl.dll
0x0000818689b894b0     16      0 R--r-- \Device\HarddiskVolume2\Users\Admin\AppData\Roaming\Microsoft\Windows\Themes\CachedFiles\CachedImage_1071_793_POS4.jpg
0x0000818689b89640     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b897d0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vcruntime140_clr0400.dll
0x0000818689b89960  32753      1 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x0000818689b89af0      5      0 R--r-d \Device\HarddiskVolume2\Windows\Microsoft.NET\Framework64\v4.0.30319\clr.dll
0x0000818689b89c80     16      0 R--r-d \Device\HarddiskVolume2\Windows\WindowsShell.Manifest
0x0000818689b89e10     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8a130  32767      1 R-Dr-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\mpcache-59521A13F6D71E70EB998AD7E8D781057696457C.bin.01
0x0000818689b8a2c0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8a450     12      0 R--r-d \Device\HarddiskVolume2\Windows\Microsoft.NET\Framework64\v4.0.30319\fusion.dll
0x0000818689b8a5e0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8a770     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8a900  32763      1 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x0000818689b8aa90  32734      1 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x0000818689b8ac20     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8adb0      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\WmiPrvSE.exe
0x0000818689b8b0d0     16      0 RW-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Roaming\Microsoft\Windows\Recent\th (8).lnk
0x0000818689b8b260     16      0 R--rwd \Device\HarddiskVolume2\Users\Admin\Desktop\desktop.ini
0x0000818689b8b3f0  32761      1 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\iconcache_48.db
0x0000818689b8b580  32762      2 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x0000818689b8b710     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8b8a0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8ba30     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8bbc0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8bd50     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8bee0  32761      2 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db
0x0000818689b8c200  32759      1 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x0000818689b8c390     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8c520     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8c6b0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8c840     16      0 R--rwd \Device\HarddiskVolume2\Program Files (x86)\desktop.ini
0x0000818689b8c9d0      9      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\Windows.Graphics.dll
0x0000818689b8cb60     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\comdlg32.dll.mui
0x0000818689b8ccf0  32759      1 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x0000818689b8ce80     16      0 R----- \Device\HarddiskVolume2\Windows\Prefetch\DLLHOST.EXE-5E46FA0D.pf
0x0000818689b8d330     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8d4c0  32762      2 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\iconcache_32.db
0x0000818689b8d650     16      0 R--rwd \Device\HarddiskVolume2\Users\desktop.ini
0x0000818689b8d7e0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\tzres.dll.mui
0x0000818689b8d970     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8db00     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tzres.dll
0x0000818689b8dc90     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8de20  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\user32.dll.mui
0x0000818689b8e140     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8e2d0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8e460  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x0000818689b8e5f0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8e910      1      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\Microsoft.ScreenSketch_2021.2008.3001.0_neutral_~_8wekyb3d8bbwe.xml
0x0000818689b8eaa0  32753      1 ------ \Device\Afd\Endpoint
0x0000818689b8ec30     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8f0e0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drprov.dll
0x0000818689b8f270     16      0 R--rwd \Device\HarddiskVolume2\Users\Public\desktop.ini
0x0000818689b8f400  32767      1 R-Dr-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\mpcache-59521A13F6D71E70EB998AD7E8D781057696457C.bin.79
0x0000818689b8f590  32768      1 R--rwd \Device\HarddiskVolume2\Users\Admin\Desktop
0x0000818689b8f720     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ntlanman.dll
0x0000818689b8f8b0  32764      1 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\thumbcache_48.db
0x0000818689b8fa40  32390      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd
0x0000818689b8fbd0  32517      1 ------ \Device\DeviceApi\CMApi
0x0000818689b8fd60     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b8fef0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b903a0  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\mpr.dll.mui
0x0000818689b90530     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b906c0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b90850      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\VBoxMRXNP.dll
0x0000818689b909e0  32762      1 ------ \Device\NamedPipe\wkssvc
0x0000818689b90b70  32767      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-wal
0x0000818689b90d00     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b90e90     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wmi.dll
0x0000818689b911b0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\davclnt.dll
0x0000818689b91340     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818689b914d0  32417      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd
